,review,rating
278,Se misca foarte bine  amprenta laterala foarte rapida  are google - magazin play Este cel mai bun telefon raportat la calitate-pret!,1
279,Este unul dintre cele mai bune mouse pad-uri din lume si se observa acest lucru !  Despre acest mouse pad sunt numai lucruri bune de spus : -mouse-ul se misca impecabil pe mouse pad -suprafata acestuia este mare  -nu aluneca de pe suprafata unde acesta este amplasat Un singur lucru rau sa zic asa (nu pot spune rau cu sensu de problema   este ceva ce trece repede) este  ca dupa ce il scoti din cutie nu este perfect drept  dar in cateva ore sau maxim o zi isi revine la forma sa dreapta RECOMAND,1
280,Recomand acest produs pentru precizia cu care acesta își face treaba  bateria tine mult iar după tuns aparatul se curata foarte ușor sub jetul de apa,1
281,Deocamdata functioneaza aproape perfect  punerea in functiune era cam dezamagitor fiindca tot pierdea semnalul dar sa stabilizat si acum merge Vom vedea cu timpul cum se va comporta Reteaua de 5g nu prea am testat(retea Digi)urmeaza Am facut un firmware update dar mai bine nu faceam dupa asta era sa piarda semnalul   dar acum e OK  am semnal in toata casa Calitatea la asa pret e ok,1
282,P smart 2021-Raport calitate pret foarte bun! Bateria foarte buna  care tine  2 zile utilizare intensa  cele 4 camere de pe spate sunt extraordinare  faci niste poze superbe  difuzorul se aude fooartee ok+ multe altele  De aplicatii nu mi fac griji  phone clone mi le a transferat pe toate din vechiul telefon,1
283,Aeroterma are un super design  temperatura este reglabila  la fel viteza caldurii  Pe modul Turbo incalzeste f rapid o camera de app 30 mp  Pe modul Eco  consumul este redus  La viteza mica nu se aude deloc  se poate lasa pornita in timpul noptii  Telecomanda vine fara baterie  Raport calitate pret excelent  la emag pretul era aproape dublu,1
284,Acest scaun este de calitate! VA RECOMAND,1
285,O plita nemaipomenita  Se incalzeste repede  nu stai cu grija ca ia foc ceva  se curata usor  O folosesc intr-un foisor de lemn unde am improvizat o bucatarie de vara  Se potriveste de minune cu spatiul de acolo  Recomand!,1
286,Cel mai tare joc cu masini posibil la ora actuală,1
287,Foarte tare jocul si imi place Ezio,1
288,Pro : se aud foarte bine   microfonul se aude bine   este foarte usor   firul este mare si gen pot sa merg oriunde prin camera (mea)   Contra : castile sunt mici pe urechile mele   va recomand castile   nu sunt bot automat  :wink:  este bun pentru Low-Gaming,1
289,Cel mai bun dintre cele mai buneeeeeeee          Cel mai bun din toata gama                                     Cel mai frumos design,1
290,Cel mai bun laptop calitate-pret la ora actuala PRO: Procesor  placa video foarte bune  CONTRA : Display-ul desi are 144hz are culorile cam sterse si iluminozitate scazuta  Temperatura e cam mare la procesor (a ajuns si la 100 grade) O sa-i fac niste modificari la sistemul de racire dar pana atunci am dezactivat turboboost-ul si am temperaturi foarte ok pana in 80 de grade procesorul  Pierderi forte mici de performanta 5-8% (10-15 frame) Chiar daca se cam incalzeste eu RECOMAND acest laptop,1
291,Un produs foarte bun  Il am de 2 saptamani fi isi face treaba bine  are multe functii  Consumul de curent variaza in functie de setarea si reteta aleasa  insa in mod esco consuma putin curent  Functia DIVIDE & COOK este foarte buna,1
292,Eu nu i inyeleg pe unii care cumpara cu ochii inchisi si apoi se vaita  Pai bai baiatule  a trecut ceva vreme de cand huawei nu are voie cu aplocatii google si tu nici acum nu stiai? Asta e un telefon din 2020 deci automat fara servicii google dar deh unii  ,1
293,Un pc de nota 10!,1
294,Harta completa  actualizari usor de facut  recomand,1
295,de departe foarte luminoase  alb rece nu albastru  daca folositi la plafoniera   ca sa nu ramana tensiune dupa inchiderea usilor   trebuie sa fie doar un bec  nu folositi doua leduri de ex unul la plafoniera si altul la portbagaj ca raman ambele un pic aprinse si consuma din baterie  daca puneti la plafoniera led si in portbagaj bec cu filament e ok  ambele se sting complet   Philips sunt scumpe dar intense  nu se compara cu alte marci,1
296,Iese o pâine excepțională dacă respecți ordinea ingredientelor și rețeta dată   Recomand cu drag   Nota 10,1
297,Televizorul per ansamblu e ok  partea de smart merge greu iar browsingul foarte slab  Updateuri si aplicatii specifice inca rar pe acest televizor  Daca folositi ptr  vizionare full hd atunci e ok televizorul    + preti si folosire pe full hd 5 stele   - partea de smart maxim 3 stele   Per total recomand cu incredere la maxim 1400 de ron  raport pret calitate bun,1
298,Un produs care promite si livreaza !  Ideal pentru persoanele care sufera de alergii   fiind singurul de pe piata care monitorizeaza si filtreaza cu succes particule pana la standardul PM1 (  pe langa PM10 si PM2 5)    Silentios in toate modurile de functionare  100% controlabil de la distanta cu ajutorul aplicatiei LGThinQ si cu o garantie de 10 ani pentru motorul LG direct drive  Il recomand fara rezerve familiilor cu copii si persoanelor cu predispozitie pt boli alergice,1
299,Este o imprimanta micuta dar isi face treaba bine si rapid  A fost relativ usor sa o conectz atat la laptop cat si la wi-fi  Momentan nu am ce sa ii reprosez,1
300,Nice Fg,1
301,Imagine buna  pe partea smart se misca destul de greu  per ansamblu merita banii  Un minus mare  miroase a plastic incins la inceput,1
302,L-am cumparat pentru facutul ceaiului dimineata  mai mult ca sa castig timp  apa fierband extrem de repede  Fiind un fierbator nu sunt prea multe de zis  dar eu personal sunt multumita de achizitia facuta!,1
303,Un raport buna preț- calitate,1
304,As vrea sa stiu cand apare si varianta pentru PC   Multumesc,1
305,Merita toți banii,1
306,Am comandat duminică si marti l am primit  Un telefon din generația recenta comparativ cu alte modele mai scumpe  Se încarcă rapid bateria tine aproape 3 zile  Camera cu rezultate foarte bune cea de selfie  sau macro excepțional,1
307,Pret calitate e   Maxim !,1
308,Merita toti banii!!,1
309,Televizorul functioneaza perfect  nu am mai avut parte de asemenea calitate la un televizor  Totul este la superlativ! Multumiri pline de recunostinta echipei care s-a ingrijit de pregatirea si desfasurare livrarii  activitati desfasurate fara cusur,1
310,O friteuza excelenta  Am fost socat de dimensiunile ei atunci cand am scos-o din cutie   nu ma asteptam sa fie atat de mare  Intr-adevar pot fi pregatite 8 portii in ea  Faptul ca vine cu programe presetate este un mare avantaj  pastrand in acelasi timp si varianta controlului manual  Este o alternativa foarte buna la gatitul in ulei  Calitate marca Tefal  Recomand,1
311,Un raport calitate-pret excelent ! Sunt foarte multumit ! Se misca bine  a instalat toate canalele si s-a conectat f usor la internet  are toate mufele necesare si uzuale  imagine buna  deci recomand cu incredere !,1
312,Trebuie cumpărat cod pentru joc?,1
313,Sunt foarte multumit cu acest router  Cu cel veche youtube-ul oprise in camera celalalta daca nu tineam telefonul intr-o pozitie anume  cu asta pot sa vizionez si in 1080p pe 5GHz dar si pe 2 4 Il folosesc la un abonament de 100MB Recomand,1
314,Sunetul si imaginea sunt foarte bune  Un tv foarte bun din gama Samsung,1
315,Cea mai tare colectie  merita,1
316,Preț bun  Micuța  compactă și ușor de utilizat  Reglată cum trebuie este foarte eficientă și se aude foarte bine,1
317,Cel mai bun   il am de 2 ani si sunt foarte multumita,1
318,Super produs calitate superioara   Recomand cu mare drag tuturor   Este foarte bun coace bine design placut  Ideal,1
319,Eu am primit ceasul cadou când am cumpărat P40 pro  Sunt f mulțumit de el  ma ajuta f mult când ies la alergat  Bateria de 2 săptămâni  wow  Îl dau jos doar seara când ma culc  Îl pot personaliza cu f multe fețe de ceas  are multe funcții de sport masurarea pulsului,1
320,Funcționează foarte bine pe un laptop Samsung 4G memorie Ram  se aprinde Windows-ul un pic mai dar per total foarte mulțumit,1
321,Am fost putin reticenta avand in vedere de ce review-uri gasesti  dar e un laptop superb  Sau poate am trecut eu de la un dinozaur:))  Chiar daca nu scrie in specificatii  tastatura este usor luminata  suficient pentru folosit in intuneric  Daca asta este un criteriu de alegere  now you know  Pentru facultate e minunat  revin cu alte precizari dupa ce il voi fi folosit mai mult,1
322,Abia apuc sa ajungă in mâinile mele,1
323,Am cumparat un tv cu diagonala de 108 cm Din pacate nu l-am mai găsit la altex dar ajutată de un angajat mi-am făcut rezervarea la Media Galaxy  Raport_calitate mulțumită Chiar își merită bănuți  Pana acum sunt încântata,1
324,Sunt destul de bune si au un microfon foarte bun,1
325,E foarte bună Sunt foarte mulțumită,1
326,foarte bun  il folodesc la samsung s8,1
327,Un telefon senzational cu un raport calitate pret  L-am cumparat pentru mama din magazin am instalat toate aplicatiile necesare Faceboock  Instagram  Whats App  Recomand,1
328,Un produs care merita toti banii  O bezea pe care o bati in 10 min  cu un mixer manual  este gata in 2 min  fara sa te murdaresti,1
329,Cafeaua preparata este exact ca in reclama  Am incercat toate tipurile de cafea si este extraordinar cat de bine le prepara   Acest review a fost postat initial pe site-ul Philips,1
330,Avand in vedere ca este un telefon ieftin  performantele depasesc asteptarile  Este foarte rapid  conexiunea la internet este stabila  iar paginile se incarca aproape instantaneu  Display-ul este foarte frumos  iar camerele foto scot niste poze exceptionale  Bateria tine destul de mult  in conditiile unei butonari intense  Pe scurt  un telefon bun,1
331,Sunt cele mai bune casti din toate cele pe care leam avut la randul meu!  Cumparatile!!!!!!!!!!!!,1
332,Se misca bine  smart  imi place telecomanda cu control vocal  poti controla xbox din telecomanda de asemenea  ai aplicație pt telefon in caz ca nu ai telecomanda la indemana  Imaginea se vede bine sunetul e ok de asemenea  aplicatiile de streaming sunt ok,1
333,Un produs necesar in orice bucatarie! Cand l-am primit am ramas uimita de numarul de accesorii cu care acesta vine in cutie  Face pur si simplu de toate: de la tocat carne/legume si blenduit pana la mixat!,1
334,Recomand tuturor!!!(mai mari de 17 ani inclusiv)  THE BEST!!!,1
335,sunt foarte bune,1
336,Super tare jocul,1
337,F bun produs,1
338,foarte usor de utillizat + primesti foarte multe sticlute la pachet ! rezolutie foarte buna pentru poze !,1
339,Sunt foarte multumit de acest mouse  L-am luat la promotie  pe 11 12  Il folosesc in grafica si consider ca raportul calitate/pret este excelent,1
340,Monitorul este superb  Include cablu hdmi si duce 144hz  Usor de asamblat  multe moduri de luminozitate  Per total dupa parerea mea este cel mai bun monitor best buy la 144hz,1
341,Acest produs la pretul de 120 lei e super pomana  Calculatorul meu se deschide acum in loc de 5 minute in maxim 1 minut  Programele se deschid instant plus un boost pentru cei ce se joaca ,1
342,Cel mai calitativ rucsac  Incăpător şi rezistent  este ideal pt laptopuri si nu numai atât    Trebuie acciyiţionat cât mai repede!,1
343,E super tare bratara  Am cumparat-o pe 21 12 2018  am incarcat-o si pot sa spun ca pana in ziua de azi inca tine bateria  Precizez ca mai am 18% baterie  E mai mult decat ok  Si ceea ce e si mai interesant e ca afiseaza si numarul/numele de telefon al celui care te suna si chiar daca iti da mesaj  (Depinde cum ai trecut contactul in agenda),1
344,superb construit  din materiale de calitate performant pret bun   recomand!,1
345,De nota 10,1
346,HUSA FOARTE BUNA     STRAT BURETAT PE INTERIOR SI SUPRAFATA REFLECTOR    SE ASEAZA PERFECT PE MASA DE CALCAT     RAPORT CALITATE-PRET EXCELENT  ACHIZITIONAT DIN MAGAZIN ALTEX BRADU ARGES,1
347,Apreciez controlul perfect al temperaturii de gatit si faptul ca nu sare ulei peste tot prin bucatarie  Sunt incantat de alegerea facuta,1
348,L-a ce pret are produsul asta  e clar ca nu poti avea prea multe pretentii  L-am pus pe un Fiat Panda si pot zice ca raportul calitate - pret e mai mult decat corect,1
349,foarte util  usor de montat  rezistent  magnet foarte puternic!,1
350,interior mare  programe variate  usor de folosit  o sa vad fiabilitatea produsului in timp  nu am inteles de ce este livrat fara stecher   livrarea rapida si profi din partea altex,1
351,Ușor de curățat și de folosit Elegantă și practica Calitate garantata ! O recomand cu drag si altor gospodine   Dă o eleganță aparte bucatăriei ,1
352,I love it,1
353,Functioneaza perfect  silentios  compatibil cu windows 10  aspect placut Recomand cu mare încredere!,1
354,Logitech este o firma cu produse de calitate  Acest sistem audio nu face exceptie  chiar daca la aceasi bani Myria au specificatii superioare  Sunetul este foarte bun  basul este puternic si nu ocupa mult spatiu,1
355,Nu stiu cat e de sanatos sa gatesti cu o fritioza  Acum pun mult mai putin ulei  deci cred ca mancarea iese mai sanatoasa   Dar mai mult ma intereseaza sa gatesc rapid ca duc lipsa de timp  iar aparatul isi face treaba   Punct forte pentru faptul ca nu peretii nu se incalzesc deloc   Plus ca se spal foarte usor   Pentru persoanele grabite  care vor sa nu piarda timp in bucatarie  dar si sa manance foarte gustos  recomand,1
356,habarnam daca e bunhshshshshshshhshshsbsbsbshhshshhshshshshshjsshhshshshshshahjshsjsnshhshshshshsjsjjsjs,1
357,Am huawei nova 5t de 2 luni  bateria tine aproape 2 zile încărcată (umblând în timpul acesta pe el) și tine la frig  nu se închide  pozele sunt impecabile și cei 128de GB sunt de ajuns,1
358,Incarcator original exact ca cel din cutia telefonului (S9)  la un pret foarte bun  Eu il folosesc la un wireless charger Samsung si merge fara probleme  Recomand!,1
359,Functioneaza perfect!,1
360,Functioneaza foarte bine  e telefonul perfect pentru mine  nota 10!,1
361,Foarte fain aparatul  dar greu de instalat pentru unii  Au venit 3 firme si au refuzat sa mi-l monteze  ca e prea complicat  ba ca nu se baga la asa ceva  Am instalat cu o echipa dea voastră  Clima Acces Confort  foarte faini si profesionisti  fara nici o balbaiala l-au pozititionat cum am dorit si au lucrat foarte curat,1
362,sunt foarte multumit raport calitate-pret foarte bun intunecare instantanee in momentul punctarii nu am folosit-o la polizare livrare rapida multumesc altex,1
363,Tunde foarte bine  fara sa agate  Varietate de setari de lungime si e foarte fain ca are si peptenele pentru copii  L-am folosit pe nepotelul meu si surprinzator a fost foarte cuminte  iar tunsoarea a iesit pe placul mamei lui  Il recomand,1
364,O tastatură mecanică foarte bună   pentru 250 lei merită toți banii Pro: -luminile se văd foarte bine(poți să le reglezi în 3 moduri) -foarte rezistentă la pumni -cablul foarte gros făcut din un strat gros de ață groasă  -tastele mari   care sunt foarte ușor de scris -este grea pentru o tastatură   deci e bună că alunecă foarte greu -piciorușele de srijin din cauciuc   foarte bune -si sunt multeee altele dar mi e lene să scriu  Contra -după un timp ruginește dar foarte puțin,1
365,Recomand! Este un tv LED foarte bun  se apropie cel mai mult de un OLED  Imagine ireprosabila  sunet bun  aplicatii suficiente  meniu simplu (spre deosebire de altele)  telecomanda magic cu care pot pe tastele numerice sa fac scurtaturi catre alte aplicații  Telecomanda are pointer  ceea ce la altii nu am văzut  Mai pe scurt  nu mai am nevoie de tastatura la tv  iar design-ul e super  Pentru pretul oferit este perfect,1
366,Functioneaza superb  In aceeasi camera fac download wireless ca de pe cablu  La etaj prin plafon si 2 pereti de beton (camera pe diagonala fata de unde este routerul jos) am semnal 2-3 liniute din 5  semnal stabil cu f mici intreruperi   Antenele alea 3 chiar isi fac treaba   Si e si frumushel: o)  Cumparati cu incredere  merita tori banii  Recomand!,1
367,Usor de optimizat   Decat instalezi CD-Ul si se optimizeaza la orice joc  Am folosit controll-erul la WWE 2K15 Pes 2016 Foarte bun confortabil  Si solid!,1
368,excelelenta philips dar am pus 2 boxe auna mari la statie si se aude colosal iar boxele mici de la philips le-am pus la un subwoofer akai de asemenea colosal se aude sistemul merita cumparat,1
369,Il am de vreo 3 zile si este bun  bateria tine foarte mult  aplicatiile functioneaza fara lag  poze clare  sunet  tot ce trebuie,1
370,este un sistem super   boxele au un sunet senzational,1
371,Talpa este foarte buna  usor de folosit  are o putere de 3000W si un aspect foarte frumos!,1
372,Te joci de toti banii  E beton  E frumos  nu te plictisesti  ai scheme multe poti sa te bati si cu 50 deodata daca stii sa joci  rupe norma!!! Si dureaza mult pana il termini asa ca ai ce face ;),1
373,Deși recunosc că mi-a fost greu să utilizez o telecomandă cu câteva butoane (am avut alt tip de tv Samsung cu foarte multe butoane pe telecomanda) până la urmă am reușit!  Se conectează ușor la internet  se instalează foarte ușor  Totul este super   ,1
374,L-am achizitionat de la altex resigilat (ambalaj desfacut) cu 700 lei  si sunt foarte multumit de el  Pentru calibrarea culorilor intrati in Menu-&gt;Image-&gt;ASCR si il puneti pe ON    Am facut trecerea de la doua samsung-uri de 22&quot; 1600x1050 la acest  si a meritat,1
375,Foarte mulțumită!,1
376,Urmaresc scorul la acest laptop de cateva luni  l-au mai ieftinit  daca l-ar duce la un scor mai decent  de ex un 3700 RON l-as cumpara  dar vad ca au decis sa il scumpeasca  Pacat    are specificatii foarte bune pentru un laptop de gaming,1
377,In primul rand vreau sa spun ca imi place foarte mult cafeaua facuta cu acest aparat Desi folosesc aceeasi cafea gustul se simte mai intens mai aromat decat la vechea cafetiera Posibilitatea de a face o singura cafea direct in cana este deasemenea un mare plus  Recomand!,1
378,Imi place ca are foarte multe accesorii si ca este o calitate foarte buna  referitor la pretul pe care il are  este usor de folosit  si ma bucur ca l-am achizitionat,1
379,Salut  Azi am primit  sunt multumit de produs  Recomand  Surubelnita este de buna calitate si rezistenta,1
380,Am achizitionat acest sistem pt ca se aude foarte bine scump dar merita toti banii   La volum mic bass si inalte peste concurenta  boxe centrate extraordinar mult peste Sony la acelasi nivel de pret,1
381,Scaunul e fain,1
382,Castile se aud excelent   destul de confortabile si un plus ar fi ca in pachet au splitter-ul audio  inclus(  de la 3 5mm mama la 2 mufe 3 5mm tata) Per total isi merita investitia,1
383,jocul merita cumparat  din punctul meu de vedere best game ps4 la ora actuala  astept continuarea :) Rise of the Tomb Raider PS4,1
384,Super calitate  super produs  Recomand cu drag   Merita sa fie in casele gospodinelor   Eu m-am indragostit la prima vedere,1
385,Boxele se aud genial  au un bass super la pretul asta! Totul e perfect la ele! Best buy in pretul asta mai ales ca au si bluetooth si poti opri led-urile,1
386,Super !!!,1
387,"Sunt super mulțumit de acest produs   e nou   ce pot spune despre el  bateria ma tine 36h foit (jocuri  apel video și camera) și aproape 60h în regim de ""alo și puțin Facebook "" In rest se misca excelent - fost posesor al unui S9 si al unui S10   S10 e impecabil dar am vrut sa fac un upgrade și m-am îndreptat către gama Note   Ar fi fost mai ok dacă se pastra și jack-ul  Raport calitate-pret 10/10 Îl recomand cu incredere",1
388,"Pro  Foarte bun! Cumparat in decembrie 2014 si azi decembrie 2016 functioneaza fara probleme  Mic  comod  usor si foarte harnic a muncit mult si din greu pe suprafete mici si mari  Nu am gasit hartia abraziva pe masura dar am adaptat altele ce se gasesc pe piata  Am mai lucrat si cu alte slefuitoare dar micul ""Octo"" este preferatul meu si isi merita bani din greu  Eu sunt foare multumit de el si il recomand   Contra  Nu are si celelalte accesori",1
389,Extraordinar de bun si rezistent!!merita!!,1
390,Imprimanta laser foarte buna  cu o capacitate mare de printare si cu o rezolutie foarte mare  Recomand,1
391,Foarte multumit de acest invertor  functioneaza foarte bine cu modele diferite de panouri solare  te scuteste de niste bani in plus la facturile electrice  Recomand cu incredere,1
392,Genial jocul !!!  Sunt fan Fifa insa trebuie sa recunosc ca Pes-ul este peste Fifa anul acesta!,1
393,Imagini uimitoare    marca Panasonic,1
394,Este un expresor grozav   atâta aspectul plăcut și cât și funcționalitatea acestuia    Este mic dar grozav   ocupa putin loc   este foarte ușor de folosit   Îl ador se asortează cu mobila mea de bucătărie care e roșie și ea :),1
395,Este un blender usor  mic si foarte util la mine in casa Recomand,1
396,Trebuie concediu pentru asta,1
397,Dupa multe teste in magazine  parerea mea este ca acest sistem este net superior marcilor precum samsung   lg   Ma refere la produsele cu pretul similar  Raport calitate/pret acord nota 10!,1
398,Cel mai bun in domeniul!,1
399,un telefon foarte bun  il folosesc deja de 6 luni si  sunt foarte multumita  bateria ma tine toata ziua desi il butonez aproape incontinuu  fac poze foarte frumoase cu el si cel mai mult imi place ca ruleaza in aplicatii foarte bine  nu se blocheaza  este rapid  recomand!!!!,1
400,Acest telefon are google?,1
401,Este bun incarca rapid datele insa are 29 GB nu 32,1
402,Controller ul e foarte bun recomand merge perfect și se încarcă rapid! Controller vine și cu un suport care e foarte bun și el!,1
403,Recomand periuțele de dinți Philips Sonicare  Rezultatele sunt vizibile de la prima utilizare  Curăță mult mai bine decât o periuță de dinți manuală  îndepărtează mult mai multă placă bacteriană  sunt ușor de folosit (îți monitorizează timpul recomandat pt spălare  capetele au peri care se decolorează când trebuie înlocuite  bateria ține 3 săptămâni)  Pachetul acesta cu două mânere mi se pare o alegere foarte bună pentru cuplu/ persoane care locuiesc în același spațiu (pt că are 1 singur încărcător),1
404,Un televizor perfect pentru bucatarie  Am ales LG pentru bluetooth  M-am conectat pe Netflix si HBO GO  fara fire  fara nimic  Se conecteaza prin bluetooth imediat cu orice alt dispozitiv  doar castile mi-au dat bataie de cap  pentru ca uit sa tin apasat pe butonul de power al castilor pentru a ma conecta cu alt dispozitiv  Pentru canalele tv este simplu  trebuie introdus cablu HDMI din receiver in HDMI 1 (ARC) si gata  totul functioneaza,1
405,Am achizitionat si eu un astfel de sistem audio si pot spune ca sunt foarte multumita de calitatea audio redata  ,1
406,Merită toţi banii !,1
407,Pot spune ca exista o diferenta foarte mare intre vechea periuta de dinti si aceasta  O folosesc de ceva timp si pot spune ca dintii mei sunt vizibil mai albi  Are 4 moduri de curatare si 3 intensitati de periere  Vine cu un toc de calatorie si o pot lua oriunde cu mine  Are un senzor care ma atentioneaza atunci cand apas prea tare si ma anunta atunci cand trebuie sa inlocuiesc capatul  O recomand cu drag,1
408,am castile astea de o luna si sunetul este tot acelasi iar microfonul este destul de ok si rezistent cablul este bine izolat insa controllerul de la volum este facut din materiale care lasa de dorit,1
409,Un telefon excelent   Recomand cu multa sinceritate  Se comporta foarte bine si la jocurile cu o grafică excelenta,1
410,Super  Recomand acest produs  Este usor de folosit iar bateria este peste așteptările mele  Acest review a fost postat initial pe site-ul Philips,1
411,Imi place cum face poze si ca este un telefon mic,1
412,Își merita toți banii  o cafea excelenta cu un gust aromat   ușor de curățat  prețul este foarte bun,1
413,Imi vad copilul pe telefon  imaginea e buna si are si microfon,1
414,Daca esti fan star wars si ai vazut filmele recomand cu incredere chiar daca actiunea incepe pe la 6 ore jucate merita nu vreau sa dau spoilere dar cea mai scmechera poveste de pana acum felicitari EA,1
415,Absolut superb acest joc! Il iau usor sa fac toate misiunile si rewardurile pt a profita de tot de ofera  Ideea ca actiunea este plasata in epoca de piatra ma incanta maxim   este ceva cu totul nou si aparte! Foarte bine optimizat   merge brici cu toate la Ultra pe un i5 4690 cu GTX 970 + 16 GB RAm  Daca optimizau si AC Unity la fel isi pastrau blazonul  Recomand cu incredere!,1
416,Am achizitionat masina de cateva luni  face o paine foarte buna; are tavite pentru baghete  trei trepte derumenire  cuva teflonata cu 2 palete de framantat  carte de retete  Face paine gen toast  traditionala  specialitati  aluat atat dospit (gen Pizza) cat si nedospit (gen placinta sau taitei); nu am gasit minusuri,1
417,O baterie excelenta  o folosesc de mai mult de 2 ani si inca functioneaza perfect  Este foarte bine construita si rezistenta la socuri  Am incarcat in cea mai mare perioada un samsung s9 (rezistaa aproximatix 3 incarcari),1
418,Calitatea cafelei este deosebit de buna!!!  In plus  poti folosi si cafea macinata  mai ales daca din cand in cand vrei o cafea fara cofeina  Este usor de folosit si curatat si nu ocupa mult spatiu  Acest review a fost postat initial pe site-ul Philips,1
419,E puternic  bolul e de maxim 1 5 kg faina pentru aluat de pâine  Se misca destul de tare  dar nu se încălzește,1
420,am primit telefonul ieri si merge foarte bine are cam tot ce iti trebuie pe el camerele sunt mai bune de cat scrie pe hartie  bateria de 4000mh tine toata ziua depinde cum il utilizti si pentru ce  eu il folosesc pentru a viziona clipuri pe youtube sa pe instagram  facebook si altele Are chiar si NFC pentru a putea sa folosesti cardul pe telefon sau altele eu vil recomand cu mare drag,1
421,Un televizor cu o luminozitate bună  culori foarte bune  Partea smart lasă puțin de dorit pe partea aplicațiilor dar cu un android box se comportă foarte bine Pe partea de televiziune funcționează bine are si time shift si înregistrare pe usb a emisiunilor  Sunt mulțumit  Recomand,1
422,Foarte ok produsul si foarte usor de instalat  nici nu am aprins calculatorul  totul a fost facut de pe telefon  In sfarsit am acoperire in toata casa  fara extendere  fara probleme,1
423,Un aparat perfect pentru cei care si doresc sa atinga un nivel avansat al gatirii vizavii de steamerele cu aburi   Excelent produs si un adevarat ajutor in bucatarie  PRO: Partile se pot spala la masina de spalat vase  Tine mancarea calda  Usor de folosit  CONTRA: face foarte multi aburi  s-a aburit toata bucataria  Merita folosit sub hota,1
424,Cea mai buna periuta electrica existenta! Curata dintii si gingia impecabil  O folosesc zilnic si nu m-as intoarce niciodata la periuta manuala   Acest review a fost postat initial pe site-ul Philips,1
425,La acest pret este un produs bun temperaturile in warzone 80 grade procesoru si 70 placa cu coolerele pe maxim si cooling pad  personal imi place aspectu si ecranul este destul de bun  Ma asteptam la mai multe fps dar warzone e destul de puternic    deci na  Probabil in alte jocuri duce mai mult,1
426,material rezistent si de calitate  buzunare pentru accesorii  bine compartimentat  Recomand cu incredere!,1
427,Il folosesc deja de un an și chiar este un produs destul de bun și benefic   Il recomand cu incredere!,1
428,In data de lansare a jocului    Pot veni sa il cumpar direct din magazin ?,1
429,Abur puternic si eficient  Se curata foarte usor de calcar si asta este inca un plus  Recomand!,1
430,Recenzie din campania Philips Sonicare   este o periuta excelenta  o recomand   Acest review a fost postat initial pe site-ul Philips,1
431,Super smart tv  Imagine / sunet extra   Sunetul se seteaza f  bime pe gustul fiecaruia  imaginea la fel  Foarte bun pt  incaperi mixi (bucatarii  dormitoare  holuri  etc )  Recomand cu incredere!,1
432,Este un produs care te ajuta sa mananci sanatos  iar produsele pe care le gatesti isi pastreaza foarte bine aroma Recomand,1
433,Jocul este placut  povestea dureaza,1
434,Recomand cu încrede acest purificator de aer  Un produs Electrolux de top Raport calitate preț excelent,1
435,Per total monitor foarte bun luat la 595 lei cel mai bun monitor raport pret-calitate este suficient de mare nu mi-a venit cu niciul pixel mort spre deosebire de altii stau toata ziua pe el si nu se incalzeste  Pro:1ms 75hz freesync posibilitatea sa-l rotesti si sa-l misti in ce directie si unghi vrei suport foarte stabil si sanatos meniu usor de accesat din laterala monitorului Contra:presetarile video sunt destul de proaste greu de setat contrastul de culori si luminozitatea ca sa fie pe plac,1
436,Dețin un Samsung 43NU7122 de care sunt foarte mulțumită  Având nevoie de un al doilea televizor am descoperit Samsung QLED 43Q60T care m-a fascinat cu acuratețea imaginii  culori mult mai bune comparativ cu primul  Are o telecomandă smart care te cucerește imediat ce te-ai acomodat cu ea  Aplicațiile se încarcă rapid și  rulează fluent  Da  prețul este ceva cam mare dar l-am vânat la reducere și chiar a meritat !,1
437,Slabut spre prost  Material de rahat  forma este  dar gaurile de fixare nu sunt pentru golf 5    Practic mai bine pui celofan  este mai rezistent   asta e praf! Mai bine luam SH,1
438,O masina foarte buna  Imi place mult ca are setari si de 500 g si mod de rumenire mare! Foarte buna,1
439,Imprimanta este perfectă pentru spații tip studio sau home-office  datorită dimensiunilor și multiplelor sale dotări,1
440,2 in 1 si usor  performanta de top ! design impecabil !,1
441,După multe episoade Assassins Creed  în sfârșit apare unul prin realizarea căruia   Ubisoft aduce  ceva nou față de precedentele   o dovadă de respect față de client care s-a lăsat ceva timp așteptată    Altfel  grafica  story-ul  motion excelente  Nu văd ce ar putea urma pentru ca  ștacheta să rămână la înălțimea lui Origins  ,1
442,Foarte mulțumit de el! Specificații de top  preț relativ ok pt ceea ce oferă ! O camera foarte performanta  poze foarte clare și nu in ultimul rând procesorul și memoria ram mai mult decât suficiente pt 2020,1
443,Eu sunt mulțumită de acest ceas  întrunește toate dorințele mele  Pulsul îl măsoară corect  am verificat   Singura problemă este că orele de somn de pe ceas diferă uneori față de datele din aplicația ceasului  Mereu în aplicație e varianta corecta   Somnul îl analizează chiar corect   L-am luat la reducere cu 95 de lei  Aș fi vrut să îl cumpăr și pentru familia mea  însă din păcate nu mai sunt pe stoc,1
444,Vine in pachet cu husa si folie de protectie?,1
445,Un monitor excelent! Recomand,1
446,E super buna spuma  face toți banii   Recomand,1
447,RECOMAND CU INCREDERE !,1
